Title,Series_Title,Issue_Number,Issue_Variant,Image_url,Condition,Grade,Publisher,Publication_Year,Format,Tradition,Features,Era,Type,Genre,Character,Series,Universe,Sale_Currency,Sale_Price,Shipping_Price,Sell_Method,Num_of_Bids,Time_of_Sale,Sellers_Location,Sellers_Handle,Sellers_Feedback_Score,listing_url
Avengers Lot of 10 Comic Lot (see pictures) 57-24,Avengers,,,https://i.ebayimg.com/images/g/baIAAOSwfydjeE4P/s-l500.jpg,Very Good,,Marvel Comics,,Mixed Lot,US Comics,Boarded,Modern Age (1992-Now),Comic Book,"Action, Adventure, Bad Girl, Classics, Comedy, Hobby, Horror & Sci-Fi, Superheroes, Vampire","Spider-Man (Peter Parker), Wolverine (Logan)",,"DC Universe, Disney, Marvel (MCU), Star Wars",US ,7.00,5.00,best_offer_accepted,,2022-12-22,"Littleton, Colorado, United States",cityvendinginc,598,https://www.ebay.com/itm/374374152592?hash=item572a703990:g:baIAAOSwfydjeE4P&amdata=enc%3AAQAHAAAAoIHLcYSlpI3iSGdaNB4tFIt%2F6QJBkmfA4PJCZLXGWy8CDZoG3mG247A1FGQQV8CWmwU8pCjK39U%2FgrJoiwliS2M3lWC20YlKr9SZzBiYIdKtqgwfBXw%2BJW%2BvN7VAtfADebEthLB%2BmTCt1eJMk3UtTesarl%2F%2FJnr%2BloBJNN3BdEGE11vjrH%2Bi2Wpme9VoUyosSELTn2flc2qtRcm6vN3T%2FWM%3D%7Ctkp%3ABk9SR6yA0vunYQ
,Amazing Spider-Man: Saga Of The Alien Costume,1,,,,6.0,Marvel Comics,1992,Trade Paperback,US Comics,,Modern Age (1992-Now),,,,,,,0.0,0.0,,,,,,,https://www.ebay.com/itm/225295742535?hash=item3474ac3647:g:MxEAAOSw9dNjl3RW&amdata=enc%3AAQAHAAAAoEWEToA7HP%2FVIraLGJtMjJP3FQu1BCr0kNc1lqw19XIo%2BqO4jHehcRd9AWOz9tWN3GJENDdqYS%2FzIVJjyt2k35P7l5%2B7pk7dKhbKdVKm3c7g%2FqQm0009BOXhMspkZ6ILb5BRhc0bpVWwT76wbeeVBx5XYBo8vJDzc%2BZ7mTNNpx03iTEDC1ndUcbI9oMZvV4ITYhKLwUyWc9vsWMchDSJM64%3D%7Ctkp%3ABk9SR6yA0vunYQ
SPIDER-MAN: LIFE STORY ANNUAL #1 MASTRAZZO EXCLUSIVE VARIANT~ Marvel Comics,Spider-Man: Life Story,1,,https://i.ebayimg.com/images/g/5bYAAOSwAXRjQy4r/s-l500.jpg,Brand New,9.2,Marvel Comics,2021,Single Issue,US Comics,1st Edition,Modern Age (1992-Now),Comic Book,"Action, Superheroes, Action/Adventure",Spider-Man,,Marvel (MCU),US ,3.00,5.75,highest_bidder,1,2022-12-22,"Groveland, Massachusetts, United States",495comics,367,https://www.ebay.com/itm/354454256864?hash=item52871ebce0:g:5bYAAOSwAXRjQy4r&amdata=enc%3AAQAHAAAAoLIpo%2FOS0MqRKC2cVxcWVVCeaZUGU3jrZICS0q8SPcABbuHHXWNoY0jaRXXq%2BcXh3Jp%2FeQcA4nAIFYXOfzgposLIYGJdMdhvqQQlAx3UKKVnp5gSrHVXK%2Fx%2BnGJ7cZSz%2FCoOMPv1FR8q4kDrd0XjuH%2Bwdr%2BAI%2BvCLWgW%2BaSfc%2FpirZ649uJzdzVdQI1cWsGII%2BMjD6nityuwyhKJrTsQCek%3D%7Ctkp%3ABk9SR6yA0vunYQ
Amazing Spider-Man #292 - NEAR MINT 9.4 NM - Marvel Comics,,,,https://i.ebayimg.com/images/g/O5cAAOSwbThjnlgk/s-l500.jpg,--,,,,,,,,,,,,,US ,3.91,5.75,highest_bidder,3,2022-12-22,"San Diego, California, United States",collectors_comics,38025,https://www.ebay.com/itm/385300407060?hash=item59b5b1a314:g:O5cAAOSwbThjnlgk&amdata=enc%3AAQAHAAAAoAgxeJgbYpMOQucsLI0hm146UyAx%2BdfcI8Phkqa34fA9FdO1ymwDOBI8td5TM0ufP8N2QsHu6yKx4bnm3pmmCGr15CVBAt4XP82aqRJKCuzMeh0aqMzhw4hFaBo6rMD4PzOBY4Dzcwnv%2FxTshn1bwXSMO4ePkqdd5Acte9c%2F16xSnkBI%2FZ%2Fe2tNGiX1bnot9Dkou6Vtfsfp1yWld2UkgoIE%3D%7Ctkp%3ABk9SR6yA0vunYQ
"The Amazing Spider-Man #606, J Scott Campbell Cover, Marvel, November 2009",The Amazing Spider-Man,,,https://i.ebayimg.com/images/g/z-AAAOSwTRRjojUd/s-l500.jpg,Like New,,Marvel Comics,2009,,US Comics,,,,,,,,US ,75.95,4.95,best_offer_accepted,,2022-12-22,"Tyler, Texas, United States",brs2608,2573,https://www.ebay.com/itm/266050472202?hash=item3df1d8090a:g:z-AAAOSwTRRjojUd&amdata=enc%3AAQAHAAAAoAN0UObBIiqZ6ChCMTqv%2Bx7e90OiztsN9q%2BmsrKqYA%2Bub3GO39nveGilnuHzOxixzNzpg08BqmRODYoLKwN0mAzZc5gt0Wdn6uxEYUGVBqzrXB3InFDBPXDMt5M3N%2FwbA7YfrHkfuK5gJFZ6ey9%2BpMuFhjPpH3%2BMnb4IAhmo8UhM6TMFrZ47ViL5cbEzW7vpP%2Fwg36kvX5%2FHCE7%2BqfFehqU%3D%7Ctkp%3ABk9SR6qA0vunYQ
Amazing Spiderman 255,Amazing Spider-Man,,,https://i.ebayimg.com/images/g/mqsAAOSwWKBg8bFS/s-l500.jpg,Very Good,,,,,US Comics,,,,,,Amazing Spider-Man,,US ,1.25,5.85,highest_bidder,2,2022-12-22,"Gainesville, Virginia, United States",cburroughs123,644,https://www.ebay.com/itm/255880904860?hash=item3b93b0c09c:g:mqsAAOSwWKBg8bFS&amdata=enc%3AAQAHAAAAoNs0Hrqv0L2eVy5SlUFW77jyvrI7us9hVkaM54PbgaQGHHv1q4dGrhdnRKNZnBMAqWDIXPI99vE3mH6EMwy1ufLbN9nqy5b2Ur4GgoWIJPtZ6nG%2BLwsfk2Wdry%2FuIpeNioS4EJ68jtyD6AnnStIlA9BiXRzxwdHiH0k9DGb8nzEBwFjezHhtfwxiZn%2BUhvJI%2FR58fWknm0NKV9u9Ex1orUQ%3D%7Ctkp%3ABk9SR6qA0vunYQ
Amazing Spider-Man #296 - NEAR MINT 9.4 NM - Marvel Comics,,,,https://i.ebayimg.com/images/g/G1cAAOSwr9Vjnlhk/s-l500.jpg,--,,,,,,,,,,,,,US ,4.80,5.75,highest_bidder,5,2022-12-22,"San Diego, California, United States",collectors_comics,38025,https://www.ebay.com/itm/354459891724?hash=item528774b80c:g:G1cAAOSwr9Vjnlhk&amdata=enc%3AAQAHAAAAoN%2Fejr1bylyeaSnL8%2FT7YUYVRQdLfxE0BlJpEYUW2zgl3n9naIYT3zagi%2BGzlIfUH26%2FsicIrToAtsdIjzbu14Kskkup7oimBazhJ55HgOB9HU9z5K76N8o4k0%2BImpC%2BTuk3h0rydl4T5p%2B3xGRZ1WAnBOZBAozQ%2FWU62P54ZUQ85a4LB1n8lAgtp7B8%2BRJRZkx3CVLo72F1mnEIC6Iqwjk%3D%7Ctkp%3ABk9SR6qA0vunYQ
AMAZING SPIDER-MAN #1 ARTGERM VAR 4/6/22,Amazing Spider-Man,1,,https://i.ebayimg.com/images/g/QVAAAOSwqldh7aXC/s-l500.jpg,Brand New,,Marvel Comics,2022,Single Issue,US Comics,,Modern Age (1992-Now),Comic Book,,Spider-Man,,,US ,5.99,5.50,buy_it_now,,2022-12-22,"Redlands, California, United States",migam94,913,https://www.ebay.com/itm/403426903818?hash=item5dee1e070a:g:QVAAAOSwqldh7aXC&amdata=enc%3AAQAHAAAAoNV2%2FtyHHCJr94ZA0%2BFNWpH9NXb7EynhSx7vPTbMVcqzOtiEld0qtWqEHSUxzXwAcSAdSr3kA2IHdMI9Gia1fFcsjsjmjzIXnFBwFV40PmlOxA%2FUkBtqipTKZFCayxC3Prk6O5vKWIuP0WlFzgXZRuc6sUzUNbnsOfbu0p12D89pzNvQUc6crcAeNALZHrveaFPGzqtQnVhx3Vt4mR5Ouro%3D%7Ctkp%3ABk9SR6qA0vunYQ
Amazing Spiderman Omnibus Vol Volume 2 New Sealed ,Amazing Spider-Man,2,,https://i.ebayimg.com/images/g/miYAAOSwuPNjlrCL/s-l500.jpg,Brand New,,,,Omnibus,US Comics,,,,,,,,US ,165.00,7.00,buy_it_now,,2022-12-22,"San Diego, California, United States",webandclaws,529,https://www.ebay.com/itm/165828549201?hash=item269c26da51:g:miYAAOSwuPNjlrCL&amdata=enc%3AAQAHAAAAoAngEsgSft2po50QvQzBKcwtGhyxaj4Rkvw1fA8hORvbNr%2BlQ9weGZfonXjxrGLMV87MfK0wm%2FoavEHv774dIvuupANwPq0%2F%2BWE8au705IUz6SVC4WY%2FOlQVU2o%2BmYCYUGkrDDyiRVb684%2F7sFJuR3U4DEKJQlfC3ygTSe9korvU0CY%2Fzx3Do15%2BP4im3qs77omtxzfhA%2BJIjjwU6pSSHdU%3D%7Ctkp%3ABk9SR6qA0vunYQ
,Marvel Tales,,,,,,Marvel Comics,,,US Comics,Boarded,Copper Age (1984-1991),Comic Book,Superheroes,"Gwen Stacy, Mary Jane Watson, Spider-Man (Peter Parker), Venom, Spider-Man, Spider-Woman",Marvel Tales,Marvel (MCU),,0.0,0.0,,,,,,,https://www.ebay.com/itm/194082489718?hash=item2d3037c576:g:tqQAAOSwvKBil6T0&amdata=enc%3AAQAHAAAAoIyHZyts1XarkunT7U4IGK%2BNSRS2zpfHU%2FEfX6IClgR6uQDZjQWvVN0pTVy6p9xzF5utMB2vR%2B0OYp9oHc0r46OJU7ta59ajUiAJxj0bQ8WJHh8euF8o6qbXcYs%2Fdm5CtGP7xpECxtiixt7HovNA0Ic1wkgu8sn90f7TIH63N7l5K%2FK2blsl9OfSeb6w7bYi2iGowEBE%2FAF94CwKbutrspU%3D%7Ctkp%3ABk9SR6qA0vunYQ
"Amazing Spider- Man #252 (May 1984, Marvel) CGC 9.2 White pages.",Amazing Spider-Man,,,https://i.ebayimg.com/images/g/XSUAAOSwEwJjoy2j/s-l500.jpg,--,9.2,Marvel Comics,1984,Single Issue,US Comics,,Copper Age (1984-1991),Comic Book,,Spider-Man (Peter Parker),,,US ,245.00,14.92,best_offer_accepted,,2022-12-22,"Brooklyn, New York, United States",justinf1983,295,https://www.ebay.com/itm/125674760478?hash=item1d42cca91e:g:XSUAAOSwEwJjoy2j&amdata=enc%3AAQAHAAAAoPqnYTwbOalIa2oyy3dZLE22RX0NOM2Tedxd1F2t%2F4PrukIHv0csvtOt43omIVVHSZXitSSb9JGy4IjeRVKBFiUpl7dowP3AApSxiB2uhpPbPBe%2ByaPfcjJqOr0QcMrEhLXyRLT4XJ4v173civhHL9XGN6KzBO9OfOna%2FPoU45JKKQyfBN%2FIrQw8muYk9htMAM%2F8TZBaTEPY0Evtu9DibfA%3D%7Ctkp%3ABk9SR6qA0vunYQ
Peter Parker The Spectacular Spider-Man #24 -1st Hypno-Hustler Donald Glover VF,The Spectacular Spider-Man,24,,https://i.ebayimg.com/images/g/z4cAAOSwaFBjpJJn/s-l500.jpg,--,,Marvel,1978,Single Issue,US Comics,First Printing,Bronze Age (1970-83),Comic Book,Superheroes,"Spider-Man (Peter Parker), Hypno-hustler",,Marvel (MCU),US ,50.00,6.60,best_offer_accepted,,2022-12-22,"Austin, Texas, United States",michaesalema0,80,https://www.ebay.com/itm/225312850419?hash=item3475b141f3:g:z4cAAOSwaFBjpJJn&amdata=enc%3AAQAHAAAAoP1B39%2FgoJrVIRERcybwbr0SEsCqVxD9X5KVuSItNQXUGDsRfHZjtlNgLvgh3gZ%2F5AUyLqCxCnizSmm8Fpqz8N8%2FH%2FWATmj2zg4xIVMoNT5oD94RPgLFNvSfIN73hSTXG4Qdh0LfAf1CVA%2FsPQ%2FFei8uFhx8%2B7VG8014JN7sB%2FQDmrqjKoMp9BZiD%2Fpn2iGbxlMqefAhjCkcB2Ggoir0sfI%3D%7Ctkp%3ABk9SR6qA0vunYQ
Spider-Man #9 CGC 9.8 1991. Todd mcFarlane Cover. Rare Newsstand.,Spider-Man,9,,https://i.ebayimg.com/images/g/zKYAAOSwsBhjn0kn/s-l500.jpg,--,9.8,Marvel,1991,,US Comics,,Copper Age (1984-1991),Comic Book,,Spider-Man,,,US ,199.99,0.0,buy_it_now,,2022-12-22,"Lansdale, Pennsylvania, United States",steve1895,1122,https://www.ebay.com/itm/334670406655?hash=item4debe923ff:g:zKYAAOSwsBhjn0kn&amdata=enc%3AAQAHAAAAoL6rgN8VKLR%2B5A%2F9rnbQFmoQ4ryx9nEQOXgc662t2XYe9RRuHMojXxP59cCU6gzSftq48B1b6lBCYBqSS7PHqdvpGke0N42KcSxil74TVUOknMkj25IjoejCssNNeyOAmu3JrpCFgFvcgkM0bqJ78M4t5YvFaIS10M5Dk46M7lylrid%2BMRseAwbHvdigoMuRfIpUE%2FKj2GQR0%2Bxov%2Fgkf%2F0%3D%7Ctkp%3ABk9SR6qA0vunYQ
Edge of Spider-Verse #4 1st Print Comic Book - Casanovas - Marvel Comics 2022,Edge of Spider-Verse,4,,https://i.ebayimg.com/images/g/ihcAAOSwn1djm6Ni/s-l500.jpg,Brand New,,Marvel Comics,2022,Single Issue,US Comics,First Printing,Modern Age (1992-Now),Comic Book,"Superheroes, Action, Adventure","Spider-Man (Peter Parker), Spider-Ham, Sun-Spider, Spinstress",,Marvel (MCU),US ,2.00,5.75,highest_bidder,1,2022-12-22,"Groveland, Massachusetts, United States",495comics,367,https://www.ebay.com/itm/354455077556?hash=item52872b42b4:g:ihcAAOSwn1djm6Ni&amdata=enc%3AAQAHAAAAoGCb4opGLROUrywoYV%2B%2FVVb8zii%2FwQnzqLw5WXy%2BdIiEYQIZR7YaqfuRAFxyzYVZ%2FmqaY0o1WucGa8Cmg906cpa7Dze0X%2B3yCGQBxUDAzYpk4L1kIp8yCCyUTZwS%2BSyAmz0tOtEA%2BpSy%2FVlIYHSlFV43DpZo9I1ZlPej7MyxqwbTGUhCPyzRkVevMah7csMoYCK2xqdbeYz%2Bej9D%2FsFcW7g%3D%7Ctkp%3ABk9SR6qA0vunYQ
,Miles Morales: Spider-Man,39,,,,,Marvel,2022,,US Comics,,Modern Age (1985-Now),Cover Variant - A,Superheroes,"Miles Morales, Spider-Man",,Marvel (MCU),,0.0,0.0,,,,,,,https://www.ebay.com/itm/204001565539?hash=item2f7f70db63:g:ZCUAAOSwlEFiq8Hz&amdata=enc%3AAQAHAAAA4HWkvHCuIVUtZY%2BHJoR3S96vx07o7KDVLYoUafUZ5Rz65oPx80E%2Bf6tjNkDPm1bH291iliSbf2S2egrBkmsxHmnFguC2OA1Cj6TsckbG5N8MwWuHN3KgSueBlk0sR76SHOreX2j3bn5V8zibFf9Z5eOn1c1phgZt56HTTkn5kCdfD5dLO9X%2FJrgFwSTlVwYLNloauNVL9xQNLBEbnZvuU%2BXZzEkaard7nW61xsUz4veDaV40f2M8CTE%2BODSmZWUV59v%2FL3F7EC7F8bEo3vnZlCxIcmd8e%2FesFpeU2wq3JlqO%7Ctkp%3ABk9SR6qA0vunYQ
THE AMAZING SPIDERMAN #337 (MARVEL 1990) NEWSSTAND - NEW SINISTER SIX TEAM NM,The Amazing Spider-Man,,,https://i.ebayimg.com/images/g/8ZcAAOSw~3FjomXY/s-l500.jpg,--,,Amazing Comics,1990,,US Comics,,,,,Key,The Amazing Spider-Man,,US ,14.99,5.00,buy_it_now,,2022-12-22,"Boone, North Carolina, United States",zmzmcomics,1030,https://www.ebay.com/itm/304745820970?hash=item46f444332a:g:8ZcAAOSw~3FjomXY&amdata=enc%3AAQAHAAAAoBslWD7t7EvDB3UwjgoUf9h8uLetB0FqUGvIgpoKQ%2BXvHLhW%2Bm6nqx86HxOIci1n%2B32LusjKwItTXHMZ6paWKuSRR5Uvj%2Bm3WRPLVyJFdrogVWYI1UCiiXJllJNh3BTCACGT%2BtLywIi6TW4yDz0DEjaSO30yC1c0eJE1%2FH6V%2Brb%2F9K80TNIofJ5whcsKEno3lNAnT4RnYg1JzUPtqcv3n6g%3D%7Ctkp%3ABk9SR6qA0vunYQ
AMAZING SPIDER-MAN #700 Marvel 2013 1st Print,Amazing Spider-Man,700,,https://i.ebayimg.com/images/g/RUgAAOSwmoxjm7jt/s-l500.jpg,Like New,,Marvel Comics,2013,Single Issue,US Comics,"First Printing, Boarded",Modern Age (1992-Now),Comic Book,,"Spider-Man (Peter Parker), Doc Ock",,,US ,20.50,4.89,highest_bidder,7,2022-12-22,"Theodore, Alabama, United States",portcitycomics,3865,https://www.ebay.com/itm/285077406452?hash=item425ff002f4:g:RUgAAOSwmoxjm7jt&amdata=enc%3AAQAHAAAAoOjaZiSfETLSrRHYpbhpH%2FIqrpMv9VAzZC7ibl7jgfcQhD0CcQKUtJ67MqbVRHUXUjWFsackMusH5HUV1qInwaq00MCvCrThw4sixBOUaIbzg6qWsK8%2BIzkgs99r8HLS2qQYjth86eK%2BTZbZGg%2FFqWEBygf3l0ArF%2FjWKSqJY9l70r62uyHD00KF5Bvik7ApAGTlC4yB52W8IXHdan1wTrI%3D%7Ctkp%3ABk9SR6qA0vunYQ
AMAZING SPIDER-MAN 93 CGC 9.8 1st Ben Riley As CHASM Gleason Variant 5/22 Bagley,Amazing Spider-Man,93,,https://i.ebayimg.com/images/g/jhIAAOSwM-ti8Co3/s-l500.jpg,Good,9.8,Marvel,2022,Single Issue,US Comics,First Printing,Modern Age (1992-Now),,Superheroes,"Spider-Man, Chasm",Amazing Spider-man,Marvel (MCU),US ,56.00,14.99,highest_bidder,3,2022-12-22,"Evansville, Indiana, United States",tcnkal,3738,https://www.ebay.com/itm/175535437271?hash=item28deba35d7:g:jhIAAOSwM-ti8Co3&amdata=enc%3AAQAHAAAAoCMTxaXagCnhKjjxvnxYgMOgwNd2tfv64J%2BaFRwfZoBGmN4%2B0Oa855RfemaSWWSXHeUlkXM9icC1KJnig653e5nvpW4XMec%2BaME%2BnA8Ws4aBuRJrKnppDxF5Tci2eM%2BiaHZGe90ic%2FKKRtRqpAPtT7ShaGh1kXKxhOvu300cZSSiZHAe4lToOYeOfc3Bspwx1GsxA%2FcsM2Q%2BtfOoqPGwZf0%3D%7Ctkp%3ABk9SR6qA0vunYQ
Amazing Spider-Man Annual 14 CGC 9.4 Doctor Doom Dr. Strange  1980 Frank Miller,Amazing Spider-Man,14,,https://i.ebayimg.com/images/g/FH4AAOSwzAdi6WnI/s-l500.jpg,Good,9.4,Marvel,1980,Single Issue,US Comics,,Bronze Age (1970-83),,Superheroes,"Spider-Man (Peter Parker), Doctor Doom (Victor Von Doom), Doctor Strange",Amazing Spider-man,Marvel (MCU),US ,39.90,14.99,highest_bidder,1,2022-12-22,"Evansville, Indiana, United States",tcnkal,3738,https://www.ebay.com/itm/175535437269?hash=item28deba35d5:g:FH4AAOSwzAdi6WnI&amdata=enc%3AAQAHAAAAoLgkL9p8rNLdMpPtvOPN4UuMliDhd37jgHd%2FQsKOgEAkhEB3NARr9VW9v83gqVUuwZdF48ToLMdL57gjwI1oiVb77UngNCDBcF%2FkIApVMRG7CLd%2BfF3RDzSxip34HUOGyRsSK5y4TX58Bx9huZ66uuk4cVeuQiAAFObv882ZL%2BSeR0dPW0UFMRUy3lKXb3%2BYxbKlIh8zz6Aqslo%2FNxIcQWw%3D%7Ctkp%3ABk9SR6qA0vunYQ
Spider-Verse # 1 Cover A NM 2015 1st App Lady Spider Aunt May [M7],Spider-Verse,1,,https://i.ebayimg.com/images/g/8rwAAOSwZWdjpH0r/s-l500.jpg,--,9.4,Marvel,2015,Single Issue,US Comics,1st Edition,Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),C ,14.99,10.00,buy_it_now,,2022-12-22,"Burlington, Canada",dungeoncomics,22796,https://www.ebay.com/itm/334675049562?hash=item4dec2ffc5a:g:8rwAAOSwZWdjpH0r&amdata=enc%3AAQAHAAAAoJpBU8p8rjSd6Y%2FWrMpgRSpUzaJXOIePx9FL6Ibi3MwbonRqDc4w4eE3dv2dXl8cBnf4227kw2mwXJMHBj%2BDIEIfiTx%2BDExlqyPQKh%2BER17I22CHJMXX0dyltglfY6jestpl%2BSytsB1KfWuy5eOz%2BDWrfTdcZe4dxMEBbkeEyVxNhu8cWwzzK%2FrJDkhpVIPi%2BlzC1z7pIzwg3TD3VSzbOu0%3D%7Ctkp%3ABk9SR6qA0vunYQ
Avengers 59 CGC 5.5 1st YELLOWJACKET BUSCEMA SPIDER-MAN BLACK PANTHER,Avenging Spider-Man,59,,https://i.ebayimg.com/images/g/qH4AAOSwYjRiIke5/s-l500.jpg,Good,5.5,Marvel,1968,,US Comics,,Silver Age (1956-69),,Superheroes,"Black Panther, Wasp, Hawkeye, Yellowjacket",Avengers,,US ,71.99,14.99,highest_bidder,2,2022-12-22,"Evansville, Indiana, United States",tcnkal,3738,https://www.ebay.com/itm/175535437263?hash=item28deba35cf:g:qH4AAOSwYjRiIke5&amdata=enc%3AAQAHAAAAoNACoTmrxofuS6HnVnIZsDDUdwf0Kew9%2BP06nvrvBJGWEgYbe6uf2UYxk5bKCgCgROzLJr0f5SPRm5Gmuyp2pio3OXbovoE5DGbkE6mcI6fISgonhgkJL%2BhzC0Qej6N8aDq%2B7cWtRi0rGRtX7YzzMqv0S6RDMQ8mnxjL84WxqQifzB3YDrUnfjfXZT4g%2F3AZcOybZiNA8WiKludO494pDIg%3D%7Ctkp%3ABk9SR6iA0vunYQ
Amazing Spider-Man #159 Marvel Comics (1977) CGC 9.6 OFF- WHITE/ WHITE  PAGES,Amazing Spider-Man,159,,https://i.ebayimg.com/images/g/mRoAAOSwqkFjh3Tu/s-l500.jpg,--,9.6,Marvel,1976,,US Comics,,Bronze Age (1970-83),,Superheroes,Spider-Man,,,US ,118.00,15.00,buy_it_now,,2022-12-22,"Westfield, Massachusetts, United States",autgraph,8849,https://www.ebay.com/itm/304721900296?hash=item46f2d73308:g:mRoAAOSwqkFjh3Tu&amdata=enc%3AAQAHAAAAoM0IRirvW1iEHOXjalkJ0xRwHHKplOX%2FMsc6rU7I3WE1ZaHmAIpBdPQD2oqwnLroyA2qa1HeCLFH3xE3o0uZqx7sJEp4xjiEEjjDyoDtNlCh11VoUpaUPpYFrp1%2FaJeqym2x%2BSRXM8l5PZ648iQEEtKPBQvHasJvDpivHg9xZ0pMe7aR6uqEqFrx%2B%2F2L8BGYgZ3xfB9mX3YLKETe23X128U%3D%7Ctkp%3ABk9SR6iA0vunYQ
Spider-Man the Manga #1 Marvel Imports 1st English Printing 1997 Anime Japanese,Spider-Man the Manga,1,,https://i.ebayimg.com/images/g/yikAAOSwFrJjKewg/s-l500.jpg,Acceptable,4.0,Marvel Comics,1997,Single Issue,US Comics,"First Printing, 1st Edition, Boarded, Key Issue",Modern Age (1992-Now),Cover Variant - A,"Action, Adventure, Shonen, Superheroes","Electro, Spider-Man",,"Marvel (MCU), Marvel Mangaverse",US ,12.99,4.99,buy_it_now,,2022-12-23,"Denver, North Carolina, United States",dagashiyausa,11,https://www.ebay.com/itm/354290066914?hash=item527d5565e2:g:yikAAOSwFrJjKewg&amdata=enc%3AAQAHAAAAoPk2Agw%2FpCAMN3VLejga%2F31bKoB3JeKznyQP%2BbTYR6gNiMjGHPcgZNEE8xJVU5AN1QycfN5HYg4LcVw57xRLIN7EohDgO1Jl2kxk4zVvNnWJ5T80qV4eFYDUrQ0r7UWoQQDciDn4aeGyxCeBUCMymSLdPxajWEMULtuUZXSB06fu%2F5xXQbn4cHs32uK%2FWqLrccqg22pTin9gbG6GUga8nC0%3D%7Ctkp%3ABk9SR9jm1PunYQ
,Ultimate Spider-Man,,,,,,Amazing Comics,,,US Comics,,,Comic Book,,Spider-Man,,,,0.0,0.0,,,,,,,https://www.ebay.com/itm/295277605391?hash=item44bfeab20f:g:eU0AAOSwA0BiacEj&amdata=enc%3AAQAHAAAA4E7nVf77Ge8mv9duVSpXZ0hlQviFDJDrBui%2Faa1gMnAqK26tsuXVWvks82jYbqW21qFwX0GeAMrS1lLcLvyiMIJ3LCBMJE2anNOHRHNyD8%2FAUE6ovFrvAka%2Fwisnb7ckc8RgAIVdrmkLWmmIPCCAZ3TP7cQGfHEIflnA68Ylasp95%2BbcuD04gBM6ZQVWwBFMrjPRcE6VQzd2ZpwWfowyrAVCOTGHCNieU43WQRgac3%2FeJiKNOMo57XA7R2qe5iNr8WUyUsYeb8Oyhcggss8n58dFdHFk5BWBUzk5%2B%2FN4nf4a%7Ctkp%3ABk9SR6iA0vunYQ
,Amazing Spider-Man,9999,Vol ,,,8.5,Marvel Comics,2019,Omnibus,US Comics,"omnibus, 1st Edition, Annual, Collector's Edition, Dust Jacket",Modern Age (1992-Now),omnibus,"Action/Adventure, Action, Superheroes, TV-Comic","Amazing Spider-Man, Spider-Man (Peter Parker)",,Marvel (MCU),,0.0,0.0,,,,,,,https://www.ebay.com/itm/154699792620?epid=3056888662&hash=item2404d380ec:g:IuoAAOSwQs5i2uEi&amdata=enc%3AAQAHAAAAoOWAE6KVV4CzYIDN1PKCVLj3RCA1jwTB39TAGOUIkS7mNIklcgHsMm0ub1pSbFwTlJ7kDdiwsWdLkCLalNLgr91feqIIQEGZgl6IVeJNOczfBqCxsfhjUbjE5Ez3GH8bqovrhRFuu2t4qDuNL7XXks7xkHdSJR%2FZJ8tcE15Yl0xCzfZk4eLiYY7B3KZUcBxFQ5kxyF2EZICBWRshYoO6SFI%3D%7Ctkp%3ABk9SR6iA0vunYQ
* Amazing Spiderman #303 * KEY! Todd McFarlane Cover Marvel Comics 1988 … VF/NM,Amazing Spider-Man,303,,https://i.ebayimg.com/images/g/XJIAAOSwbThjn7YQ/s-l500.jpg,Very Good,9.0,Marvel Comics,1988,Single Issue,US Comics,Boarded,Copper Age (1984-1991),Comic Book,"Action, Adventure, Superheroes","Spider-Man (Peter Parker), Sandman (Flint Marko), Silver Sable",Amazing Spider-Man,Marvel (MCU),US ,12.99,3.99,best_offer_accepted,,2022-12-23,"Terryville, Connecticut, United States",collectdoor,1422,https://www.ebay.com/itm/285080695154?hash=item4260223172:g:XJIAAOSwbThjn7YQ&amdata=enc%3AAQAHAAAAoK082O4Z9r3MGPc95Zu0g5gKM8DSKcb3CJuVxDbIBDApTumvqLs25j56fTV1VUsl2Brp3Kvo0R5nl6spIZDb1Eql6ErUf3eUrUui0KabMCxrN3NKOuqCXN7kxkgS4U3xQu5wiGV%2FsGUFsnFbvE35bb5%2BsBa7YkbCqOpzo%2Be2fkXBwe3Pdue%2BDE9Zqlg1r4Y0v9YoMke9dMBIUgfGeO5onHQ%3D%7Ctkp%3ABk9SR9jm1PunYQ
Amazing Spider-Man By Nick Spencer Tpb Vol 1-3 Lot,Amazing Spider-Man,,,https://i.ebayimg.com/images/g/it0AAOSwXTFjOWXm/s-l500.jpg,Like New,,,,,US Comics,,,,,,,,US ,40.00,4.16,buy_it_now,,2022-12-22,"Thousand Oaks, California, United States",r.lo123,190,https://www.ebay.com/itm/195389490482?hash=item2d7e1f0532:g:it0AAOSwXTFjOWXm&amdata=enc%3AAQAHAAAAoJaQ9pie99amgp8ZyIndJlP7H%2Ba4QBJbe%2BmURQ2oT%2F7awfdO%2FGdFlXkvwpdjgMONJ7sXDrrlt0G%2BddmgpuC%2Fj4Hm2aXTpF5nQf2rkaJ5k1Hnk5qVnYmpg8LRqiNdHr5%2FZ3xuP166EPrOATik%2BuyH33t4BnE0sFiJNo5UrLe9chbVZaLwDUOHPIL1z2ewLWQ7T%2FN56z7OvoRBMa3DvQZcZA0%3D%7Ctkp%3ABk9SR9bm1PunYQ
